"","caseId","justiceName","pitch_diff","petitioner_vote","justiceMQ","unpleasantDiff_totalWords","pleasantDiff_totalWords","docket","jquest_r","jquest_p","jwords_r","jwords_p"
"1341","2007-040","RBGinsburg",0.056769637,0,-1.564,5.37579155,-2.379729748,"06-1646","52","40","1875","1790"
"1342","2007-040","AScalia",0.582747068,1,2.755,-1.723673582,0.961486697,"06-1646","52","40","1875","1790"
"1343","2007-042","AMKennedy",1.39479221,0,0.342,2.834491253,-1.344328284,"06-1431","71","95","2100","1663"
"1344","2007-042","RBGinsburg",-0.058142254,0,-1.564,2.3220191,0.494342923,"06-1431","71","95","2100","1663"
"1345","2007-042","SAAlito",0.637671651,0,1.701,0.129870176,3.116883039,"06-1431","71","95","2100","1663"
"1346","2007-042","JGRoberts",0.502172613,0,1.616,3.899138927,-2.664395809,"06-1431","71","95","2100","1663"
"1347","2007-042","AScalia",0.254705958,0,2.755,-2.52274847,-0.970930934,"06-1431","71","95","2100","1663"
"1348","2007-044","SGBreyer",-0.442421506,0,-1.354,-0.113706112,1.561269879,"06-1005","48","47","1885","1485"
"1349","2007-044","JGRoberts",-0.573974641,0,1.616,-1.825562477,-1.937308073,"06-1005","48","47","1885","1485"
"1350","2007-044","SAAlito",0.346676105,0,1.701,0.499201298,-0.886082172,"06-1005","48","47","1885","1485"
"1351","2007-044","AScalia",0.873426884,0,2.755,-0.414242744,2.986735582,"06-1005","48","47","1885","1485"
"1352","2007-044","RBGinsburg",-0.018216774,0,-1.564,-5.185314655,-0.332167864,"06-1005","48","47","1885","1485"
"1353","2007-044","AMKennedy",-0.683227076,0,0.342,-3.605009079,-2.968066216,"06-1005","48","47","1885","1485"
"1354","2007-045","DHSouter",0.17317256,1,-1.487,0.620388985,3.532305002,"06-1456","69","89","2285","2357"
"1355","2007-045","AMKennedy",0.08723553,1,0.342,1.838533044,-2.07986021,"06-1456","69","89","2285","2357"
"1356","2007-045","AScalia",-0.627617822,1,2.755,0.809591293,0.823979855,"06-1456","69","89","2285","2357"
"1357","2007-045","SGBreyer",-0.285508434,1,-1.354,2.489300251,-3.958962679,"06-1456","69","89","2285","2357"
"1358","2007-045","SAAlito",0.568890188,1,1.701,0.737883568,1.981664658,"06-1456","69","89","2285","2357"
"1359","2007-045","RBGinsburg",0.652990783,1,-1.564,1.531198025,3.690470219,"06-1456","69","89","2285","2357"
"1360","2007-045","JPStevens",-1.263761473,1,-2.349,-4.251250267,3.089143753,"06-1456","69","89","2285","2357"
"1361","2007-045","JGRoberts",-0.020232544,1,1.616,-0.785404921,2.164502144,"06-1456","69","89","2285","2357"
"1362","2007-048","JPStevens",0.21653723,1,-2.349,-4.315010071,1.230107069,"06-937","72","46","2288","2260"
"1363","2007-048","JGRoberts",-0.657548865,1,1.616,-3.68624258,-2.94365859,"06-937","72","46","2288","2260"
"1364","2007-048","DHSouter",-0.334157791,1,-1.487,3.755285263,2.805098057,"06-937","72","46","2288","2260"
"1365","2007-049","JGRoberts",1.82346732,0,1.616,-4.511278152,-3.007518768,"07-210","33","30","1108","1202"
"1366","2007-049","AMKennedy",-0.468316362,0,0.342,6.944444656,0.844594479,"07-210","33","30","1108","1202"
"1367","2007-050","SGBreyer",0.268193865,1,-1.354,-1.919744849,1.532446861,"07-214","70","55","2027","1623"
"1368","2007-050","RBGinsburg",1.059551197,1,-1.564,0.747238398,-1.007147431,"07-214","70","55","2027","1623"
"1369","2007-050","AScalia",-0.313918044,1,2.755,2.432223797,-2.326820135,"07-214","70","55","2027","1623"
"1370","2007-052","SAAlito",0.172593298,0,1.701,-2.188790798,-0.980331659,"06-7517",NA,NA,NA,NA
"1371","2007-052","RBGinsburg",0.338360256,0,-1.564,-1.378209591,1.801828146,"06-7517",NA,NA,NA,NA
"1372","2007-052","AScalia",0.149314029,0,2.755,-0.92040658,-1.260518789,"06-7517",NA,NA,NA,NA
"1373","2007-052","JGRoberts",-0.449608541,0,1.616,-1.507903576,-1.893400669,"06-7517",NA,NA,NA,NA
"1374","2007-053","SAAlito",0.537474769,0,1.701,2.516827583,0.83406496,"06-1195","86","53","3200","2533"
"1375","2007-053","SAAlito",0.537474769,0,1.701,2.516827583,0.83406496,"06-1195","86","53","3200","2533"
"1376","2007-053","SGBreyer",-0.02347963,1,-1.354,-2.243211269,-1.338056087,"06-1195","86","53","3200","2533"
"1377","2007-053","SGBreyer",-0.02347963,1,-1.354,-2.243211269,-1.338056087,"06-1195","86","53","3200","2533"
"1378","2007-053","AMKennedy",-0.027172273,1,0.342,1.59663868,-2.436975002,"06-1195","86","53","3200","2533"
"1379","2007-053","AMKennedy",-0.027172273,1,0.342,1.59663868,-2.436975002,"06-1195","86","53","3200","2533"
"1380","2007-053","JGRoberts",0.10181617,0,1.616,3.04305768,-1.272375584,"06-1195","86","53","3200","2533"
"1381","2007-053","JGRoberts",0.10181617,0,1.616,3.04305768,-1.272375584,"06-1195","86","53","3200","2533"
"1382","2007-053","AScalia",0.656128174,0,2.755,-0.733810425,1.082370162,"06-1195","86","53","3200","2533"
"1383","2007-053","AScalia",0.656128174,0,2.755,-0.733810425,1.082370162,"06-1195","86","53","3200","2533"
"1384","2007-053","DHSouter",-0.468017139,1,-1.487,-1.206086636,0.93294096,"06-1195","86","53","3200","2533"
"1385","2007-053","DHSouter",-0.468017139,1,-1.487,-1.206086636,0.93294096,"06-1195","86","53","3200","2533"
"1386","2007-053","JPStevens",-0.747387067,1,-2.349,-6.902357101,3.14814806,"06-1195","86","53","3200","2533"
"1387","2007-053","JPStevens",-0.747387067,1,-2.349,-6.902357101,3.14814806,"06-1195","86","53","3200","2533"
"1388","2007-053","RBGinsburg",-0.154373352,1,-1.564,-1.916333437,2.696542501,"06-1195","86","53","3200","2533"
"1389","2007-053","RBGinsburg",-0.154373352,1,-1.564,-1.916333437,2.696542501,"06-1195","86","53","3200","2533"
"1390","2007-054","AMKennedy",1.276789376,1,0.342,2.429619789,-0.571402073,"06-1204","49","44","2358","2092"
"1391","2007-054","SAAlito",-5.892248776,1,1.701,3.703703642,3.703703642,"06-1204","49","44","2358","2092"
"1392","2007-054","AScalia",-0.017023686,1,2.755,-14.28571415,2.126905441,"06-1204","49","44","2358","2092"
"1393","2007-054","JGRoberts",0.044228271,1,1.616,-0.116701365,0.528459787,"06-1204","49","44","2358","2092"
"1394","2007-054","JPStevens",-0.396320819,0,-2.349,-3.636363745,-0.049139977,"06-1204","49","44","2358","2092"
"1395","2007-054","RBGinsburg",-0.166142359,1,-1.564,-1.452580929,0.811448455,"06-1204","49","44","2358","2092"
"1396","2007-054","DHSouter",-0.047188387,0,-1.487,1.258806229,0.9531703,"06-1204","49","44","2358","2092"
"1397","2007-055","DHSouter",0.24125739,1,-1.487,-0.166938066,-0.492671013,"07-371","56","80","1512","2413"
"1398","2007-055","JGRoberts",-0.194923497,1,1.616,-0.31357336,1.851514339,"07-371","56","80","1512","2413"
"1399","2007-055","AScalia",-1.392194248,1,2.755,0.984452009,2.279304028,"07-371","56","80","1512","2413"
"1400","2007-055","RBGinsburg",-0.941845015,1,-1.564,-1.638055325,1.323863029,"07-371","56","80","1512","2413"
"1401","2007-056","AMKennedy",-0.395008604,1,0.342,-3.099415064,0.497076035,"06-1181","69","68","1974","2334"
"1402","2007-056","JPStevens",-0.35977531,1,-2.349,-11.34453773,2.941176414,"06-1181","69","68","1974","2334"
"1403","2007-056","AScalia",-1.712583255,0,2.755,2.297078133,1.663960934,"06-1181","69","68","1974","2334"
"1404","2007-056","JGRoberts",-1.00833782,0,1.616,1.040847778,0.116348505,"06-1181","69","68","1974","2334"
"1405","2007-056","SAAlito",0.117539422,0,1.701,-8.162267685,1.515151501,"06-1181","69","68","1974","2334"
"1406","2007-056","SGBreyer",-0.744556798,1,-1.354,-0.277809143,1.202333927,"06-1181","69","68","1974","2334"
"1407","2007-056","DHSouter",-0.693364283,1,-1.487,0.737236023,0.751339912,"06-1181","69","68","1974","2334"
"1408","2007-056","RBGinsburg",-0.381675231,1,-1.564,-0.459090471,0.67173624,"06-1181","69","68","1974","2334"
"1409","2007-057","RBGinsburg",-0.262852775,1,-1.564,-1.075251341,1.244336367,"07-312","51","68","1474","1453"
"1410","2007-057","JPStevens",-0.103992211,0,-2.349,4.458723068,1.031931639,"07-312","51","68","1474","1453"
"1411","2007-057","AScalia",0.322022284,1,2.755,-1.72207737,-0.579671979,"07-312","51","68","1474","1453"
"1412","2007-057","JGRoberts",0.430422979,1,1.616,-0.070967197,-0.630899191,"07-312","51","68","1474","1453"
"1413","2007-057","SGBreyer",0.527417693,0,-1.354,-5.138685226,-1.931539059,"07-312","51","68","1474","1453"
"1414","2007-058","SGBreyer",-0.366248986,0,-1.354,0.516008139,2.437669277,"06-939","85","45","2471","1058"
"1415","2007-058","JGRoberts",-0.241663684,1,1.616,-1.275635242,-0.466097593,"06-939","85","45","2471","1058"
"1416","2007-058","SAAlito",-1.709040779,1,1.701,5,-7.57575798,"06-939","85","45","2471","1058"
"1417","2007-058","AScalia",-0.429978943,1,2.755,-0.466030598,-3.774042606,"06-939","85","45","2471","1058"
"1418","2007-061","AScalia",0.679040412,0,2.755,-1.875447512,0.243378758,"06-1037","44","44","1907","1575"
"1419","2007-061","SAAlito",0.073233187,0,1.701,-0.597053051,-0.470020294,"06-1037","44","44","1907","1575"
"1420","2007-061","SGBreyer",0.684146942,1,-1.354,-2.680978537,-1.036486626,"06-1037","44","44","1907","1575"
"1421","2007-061","RBGinsburg",-0.396227096,0,-1.564,4.59762764,-0.017067671,"06-1037","44","44","1907","1575"
"1422","2007-061","JPStevens",-1.527104664,1,-2.349,-0.953572989,-0.169855118,"06-1037","44","44","1907","1575"
"1423","2007-061","JGRoberts",-0.511198796,1,1.616,-1.584226131,-0.832003593,"06-1037","44","44","1907","1575"
"1424","2007-062","RBGinsburg",-0.63026059,1,-1.564,-2.198996544,-2.139443398,"07-208","65","46","2814","2154"
"1425","2007-062","AScalia",-0.081132328,0,2.755,0.422987461,-0.669454813,"07-208","65","46","2814","2154"
"1426","2007-062","JPStevens",-0.676059233,1,-2.349,-0.927793503,-1.35135138,"07-208","65","46","2814","2154"
"1427","2007-062","AMKennedy",-0.168518776,1,0.342,0.351665974,-0.034590244,"07-208","65","46","2814","2154"
"1428","2007-062","JGRoberts",-0.380337835,1,1.616,0.012300968,-1.860546112,"07-208","65","46","2814","2154"
"1429","2007-062","SAAlito",-0.30729426,1,1.701,-4.168412209,0.356095314,"07-208","65","46","2814","2154"
"1430","2007-063","SGBreyer",-0.620565729,1,-1.354,-0.257699728,0.119535446,"07-440","83","79","2380","2523"
"1431","2007-063","RBGinsburg",-0.217221731,1,-1.564,-3.869123697,-0.650438547,"07-440","83","79","2380","2523"
"1432","2007-063","JGRoberts",-1.235426675,1,1.616,-6.675472736,-2.20991683,"07-440","83","79","2380","2523"
"1433","2007-063","DHSouter",-0.125255361,1,-1.487,-1.533771038,-0.678549051,"07-440","83","79","2380","2523"
"1434","2007-063","AScalia",-0.372056057,1,2.755,-1.930336952,0.479918122,"07-440","83","79","2380","2523"
"1435","2007-063","SAAlito",2.232168112,1,1.701,5.413058281,0.682878077,"07-440","83","79","2380","2523"
"1436","2007-063","AMKennedy",0.315716955,1,0.342,0.894308805,-0.361336946,"07-440","83","79","2380","2523"
"1437","2007-064","AMKennedy",-0.303606809,1,0.342,-1.560379982,-2.272727251,"07-330","42","39","1515","822"
"1438","2007-064","RBGinsburg",-0.72796414,1,-1.564,-1.70440197,-0.727620661,"07-330","42","39","1515","822"
"1439","2007-064","JPStevens",0.513283607,0,-2.349,-3.265582561,1.612466216,"07-330","42","39","1515","822"
"1440","2007-065","RBGinsburg",0.12146026,0,-1.564,-0.151515245,-1.060606003,"07-552","79","64","2564","2292"
"1441","2007-065","AScalia",-0.399299802,0,2.755,1.587705374,0.821332097,"07-552","79","64","2564","2292"
"1442","2007-065","DHSouter",-0.640464323,0,-1.487,-1.05612278,1.575455904,"07-552","79","64","2564","2292"
"1443","2007-065","JPStevens",0.240783289,0,-2.349,-0.911680937,2.905982971,"07-552","79","64","2564","2292"
"1444","2007-065","AMKennedy",-0.078159441,0,0.342,2.315705299,-1.728098273,"07-552","79","64","2564","2292"
"1445","2007-065","JGRoberts",-0.950946007,0,1.616,-0.398015261,-0.222268343,"07-552","79","64","2564","2292"
"1446","2007-065","SGBreyer",-0.212475422,0,-1.354,1.694130182,0.357796669,"07-552","79","64","2564","2292"
"1447","2007-066","AScalia",-0.157495685,1,2.755,-1.713788271,-1.36601758,"07-411","80","64","2140","2220"
"1448","2007-066","AMKennedy",-0.939799709,1,0.342,0.907615662,-3.053435087,"07-411","80","64","2140","2220"
"1449","2007-066","RBGinsburg",0.084754937,0,-1.564,-2.831618547,0.818909407,"07-411","80","64","2140","2220"
"1450","2007-066","JGRoberts",-0.378596441,1,1.616,-1.271800041,2.7145257,"07-411","80","64","2140","2220"
"1451","2007-067","AScalia",0.134625536,1,2.755,-1.283400059,-0.218809128,"07-6053",NA,NA,NA,NA
"1452","2007-067","AMKennedy",0.232748433,0,0.342,-4.037363529,3.102404594,"07-6053",NA,NA,NA,NA
"1453","2007-067","SGBreyer",0.504607894,0,-1.354,0.188663006,2.40688324,"07-6053",NA,NA,NA,NA
"1454","2007-067","JGRoberts",0.513894129,1,1.616,-1.9512043,2.47781682,"07-6053",NA,NA,NA,NA
"1455","2007-067","RBGinsburg",0.954694586,1,-1.564,-1.113382339,1.629733324,"07-6053",NA,NA,NA,NA
"1456","2007-067","SAAlito",1.300397944,1,1.701,-1.753008842,1.805337429,"07-6053",NA,NA,NA,NA
"1457","2007-068","DHSouter",-0.650982574,1,-1.487,-3.241134644,-0.695035458,"07-343","51","66","2317","3213"
"1458","2007-068","JGRoberts",0.480755609,0,1.616,4.466230869,2.287581682,"07-343","51","66","2317","3213"
"1459","2007-068","AMKennedy",0.276832797,1,0.342,-3.11601162,-0.086289525,"07-343","51","66","2317","3213"
"1460","2007-068","AScalia",-0.695399285,0,2.755,-0.542637348,0.871683478,"07-343","51","66","2317","3213"
"1461","2007-069","RBGinsburg",0.602822915,0,-1.564,-0.171320677,0.749528885,"07-219","69","82","2831","3027"
"1462","2007-069","JGRoberts",0.394866898,1,1.616,-2.218487501,-0.504201651,"07-219","69","82","2831","3027"
"1463","2007-069","AMKennedy",0.250259713,1,0.342,0.305641651,-1.708646297,"07-219","69","82","2831","3027"
"1464","2007-069","JPStevens",0.186055887,0,-2.349,-0.886792421,1.113207579,"07-219","69","82","2831","3027"
"1465","2007-069","AScalia",-0.143340715,1,2.755,-3.17733717,-2.469789982,"07-219","69","82","2831","3027"
"1466","2007-069","SGBreyer",-0.373188771,0,-1.354,-2.284883022,-0.922464609,"07-219","69","82","2831","3027"
"1467","2007-069","DHSouter",0.194823071,1,-1.487,-3.087481976,-0.465192318,"07-219","69","82","2831","3027"
"1468","2007-070","DHSouter",-0.267548489,0,-1.487,-4.076298714,-0.340097427,"06-1457",NA,NA,NA,NA
"1469","2007-070","DHSouter",-0.267548489,0,-1.487,-4.076298714,-0.340097427,"06-1457",NA,NA,NA,NA
"1470","2007-070","AMKennedy",0.791798171,1,0.342,1.246051192,2.597402573,"06-1457",NA,NA,NA,NA
"1471","2007-070","AMKennedy",0.791798171,1,0.342,1.246051192,2.597402573,"06-1457",NA,NA,NA,NA
"1472","2007-070","SAAlito",0.337088953,1,1.701,-2.779462099,3.820497274,"06-1457",NA,NA,NA,NA
"1473","2007-070","SAAlito",0.337088953,1,1.701,-2.779462099,3.820497274,"06-1457",NA,NA,NA,NA
"1474","2007-070","RBGinsburg",-0.139706328,1,-1.564,0.56101656,-5.1210742,"06-1457",NA,NA,NA,NA
"1475","2007-070","RBGinsburg",-0.139706328,1,-1.564,0.56101656,-5.1210742,"06-1457",NA,NA,NA,NA
"1476","2007-070","AScalia",0.476787406,1,2.755,3.47121954,-2.817180634,"06-1457",NA,NA,NA,NA
"1477","2007-070","AScalia",0.476787406,1,2.755,3.47121954,-2.817180634,"06-1457",NA,NA,NA,NA
"1478","2007-070","JPStevens",0.050757947,0,-2.349,-0.158061028,-3.029504776,"06-1457",NA,NA,NA,NA
"1479","2007-070","JPStevens",0.050757947,0,-2.349,-0.158061028,-3.029504776,"06-1457",NA,NA,NA,NA
"1480","2007-071","AMKennedy",0.745193159,0,0.342,1.014376402,-1.690255642,"07-290","72","80","2929","3398"
"1481","2007-071","RBGinsburg",-0.89059426,0,-1.564,1.450933218,0.55824244,"07-290","72","80","2929","3398"
"1482","2007-071","AScalia",0.163955347,0,2.755,1.676724195,-1.017241478,"07-290","72","80","2929","3398"
"1483","2007-071","JPStevens",-0.212982104,0,-2.349,1.274890661,0.078148365,"07-290","72","80","2929","3398"
"1484","2007-071","JGRoberts",1.021707715,0,1.616,-0.980571747,-0.980571747,"07-290","72","80","2929","3398"
"1485","2007-071","SGBreyer",-0.323093202,0,-1.354,-0.986279964,-2.219680309,"07-290","72","80","2929","3398"
"1486","2007-071","DHSouter",0.504780505,0,-1.487,-2.017015457,0.822101116,"07-290","72","80","2929","3398"
"1487","2008-003","SAAlito",-1.151018238,1,1.898,3.520661116,-0.479338884,"07-1239",NA,NA,NA,NA
"1488","2008-003","AScalia",1.386311492,1,2.736,-0.881329536,1.26169312,"07-1239",NA,NA,NA,NA
"1489","2008-003","SGBreyer",-0.393445642,0,-1.11,-1.585395575,0.840480328,"07-1239",NA,NA,NA,NA
"1490","2008-003","JGRoberts",-2.028475269,1,1.699,-1.159090996,-0.883229017,"07-1239",NA,NA,NA,NA
"1491","2008-004","SGBreyer",0.113345108,0,-1.11,-0.396699429,-1.226242065,"07-1223",NA,NA,NA,NA
"1492","2008-004","RBGinsburg",1.436982572,0,-1.65,0.775400877,-0.347593665,"07-1223",NA,NA,NA,NA
"1493","2008-004","AScalia",0.485113142,0,2.736,-0.7047925,2.41508913,"07-1223",NA,NA,NA,NA
"1494","2008-004","DHSouter",-0.819117306,0,-1.506,0.518684387,-0.28238976,"07-1223",NA,NA,NA,NA
"1495","2008-005","SGBreyer",-1.008643562,1,-1.11,-2.128331661,3.170392752,"07-544",NA,NA,NA,NA
"1496","2008-006","DHSouter",-1.205741643,0,-1.506,-1.442819118,-0.006649017,"07-562",NA,NA,NA,NA
"1497","2008-006","RBGinsburg",0.714549082,0,-1.65,3.670557737,-0.888456523,"07-562",NA,NA,NA,NA
"1498","2008-006","JGRoberts",0.401433286,0,1.699,-0.006191969,-2.670794487,"07-562",NA,NA,NA,NA
"1499","2008-006","JPStevens",-0.33301155,0,-2.545,0.859728813,1.447963715,"07-562",NA,NA,NA,NA
"1500","2008-006","SGBreyer",0.109454861,0,-1.11,-1.881082773,1.300182462,"07-562",NA,NA,NA,NA
"1501","2008-006","AMKennedy",0.18991024,0,0.588,2.939393997,-0.535353422,"07-562",NA,NA,NA,NA
"1502","2008-007","AScalia",0.171807447,1,2.736,-3.13267827,-1.801801801,"07-6984",NA,NA,NA,NA
"1503","2008-007","RBGinsburg",-0.448167838,1,-1.65,-2.672694683,-0.448462963,"07-6984",NA,NA,NA,NA
"1504","2008-007","JGRoberts",0.461341737,1,1.699,0.756487846,2.379829884,"07-6984",NA,NA,NA,NA
"1505","2008-007","SGBreyer",-0.673020599,1,-1.11,4.32934761,1.16445601,"07-6984",NA,NA,NA,NA
"1506","2008-008","SAAlito",-0.378675616,1,1.898,4.868913651,-7.276618481,"06-11206",NA,NA,NA,NA
"1507","2008-008","AMKennedy",-0.161692582,1,0.588,-1.336802483,-1.387825727,"06-11206",NA,NA,NA,NA
"1508","2008-008","JGRoberts",0.039591752,1,1.699,-4.29597187,2.73822546,"06-11206",NA,NA,NA,NA
"1509","2008-008","AScalia",-0.635648157,1,2.736,-1.573027611,0.602316856,"06-11206",NA,NA,NA,NA
"1510","2008-008","RBGinsburg",-0.452117399,1,-1.65,0.142450094,-2.314814806,"06-11206",NA,NA,NA,NA
"1511","2008-010","JPStevens",0.123481322,1,-2.545,1.341906548,-2.331562757,"07-901",NA,NA,NA,NA
"1512","2008-010","SGBreyer",-0.179692909,1,-1.11,-2.442350864,0.194753647,"07-901",NA,NA,NA,NA
"1513","2008-010","DHSouter",0.869530926,0,-1.506,-1.198114157,0.537085652,"07-901",NA,NA,NA,NA
"1514","2008-010","AScalia",-0.182172772,0,2.736,-2.721999407,-1.126197815,"07-901",NA,NA,NA,NA
"1515","2008-011","AMKennedy",-0.296954322,1,0.588,-4.509803772,2.026143789,"07-772",NA,NA,NA,NA
"1516","2008-011","SGBreyer",-0.081504952,1,-1.11,0.885978699,-1.935211658,"07-772",NA,NA,NA,NA
"1517","2008-011","JGRoberts",2.644083743,1,1.699,-0.460454941,-0.812567711,"07-772",NA,NA,NA,NA
"1518","2008-012","DHSouter",-0.102515613,0,-1.506,0.938802481,-2.513736248,"07-610",NA,NA,NA,NA
"1519","2008-012","SAAlito",-0.137309933,0,1.898,0.045899391,-1.644736886,"07-610",NA,NA,NA,NA
"1520","2008-012","JGRoberts",-0.424784401,0,1.699,0.897029877,-1.756369591,"07-610",NA,NA,NA,NA
"1521","2008-012","RBGinsburg",0.763813757,0,-1.65,-0.285294771,-0.797147036,"07-610",NA,NA,NA,NA
"1522","2008-012","SGBreyer",0.861389335,0,-1.11,-0.472028255,1.963869572,"07-610",NA,NA,NA,NA
"1523","2008-013","SAAlito",0.189619319,1,1.898,-2.72469902,-2.229299307,"07-751",NA,NA,NA,NA
"1524","2008-013","RBGinsburg",0.560868539,1,-1.65,2.202041149,-0.530938208,"07-751",NA,NA,NA,NA
"1525","2008-013","SGBreyer",-0.362200164,1,-1.11,1.278280735,-0.109351635,"07-751",NA,NA,NA,NA
"1526","2008-013","AMKennedy",0.160301446,1,0.588,0.411410809,2.125924349,"07-751",NA,NA,NA,NA
"1527","2008-013","JGRoberts",-0.771088267,1,1.699,1.547084332,1.126071453,"07-751",NA,NA,NA,NA
"1528","2008-013","DHSouter",1.241418214,1,-1.506,0.234916687,1.183252454,"07-751",NA,NA,NA,NA
"1529","2008-014","SGBreyer",-0.223994127,1,-1.11,2.057810783,-1.992116809,"07-1125",NA,NA,NA,NA
"1530","2008-014","RBGinsburg",-0.519153679,1,-1.65,0.257990837,1.301369786,"07-1125",NA,NA,NA,NA
"1531","2008-014","JPStevens",0.183378771,1,-2.545,-2.171052933,4.144736767,"07-1125",NA,NA,NA,NA
"1532","2008-014","JGRoberts",-0.706330188,1,1.699,1.285258532,-0.573832035,"07-1125",NA,NA,NA,NA
"1533","2008-014","AScalia",-0.236980809,1,2.736,2.494497299,1.821961284,"07-1125",NA,NA,NA,NA
"1534","2008-016","DHSouter",1.151036311,1,-1.506,-0.971740961,0.932346106,"06-1595",NA,NA,NA,NA
"1535","2008-016","SGBreyer",0.286004003,1,-1.11,-1.90503788,1.276780367,"06-1595",NA,NA,NA,NA
"1536","2008-016","SAAlito",0.722664809,1,1.898,1.191942215,2.801724195,"06-1595",NA,NA,NA,NA
"1537","2008-016","AScalia",0.551412881,1,2.736,-1.844724655,0.230037689,"06-1595",NA,NA,NA,NA
"1538","2008-016","JGRoberts",-0.077372342,1,1.699,-0.137046814,-0.974238157,"06-1595",NA,NA,NA,NA
"1539","2008-016","RBGinsburg",1.495002165,1,-1.65,-1.572829247,1.009893656,"06-1595",NA,NA,NA,NA
"1540","2008-018","JPStevens",-0.029647805,1,-2.545,-1.590575814,4.088742256,"07-1059",NA,NA,NA,NA
"1541","2008-018","JPStevens",-0.029647805,1,-2.545,-1.590575814,4.088742256,"07-1059",NA,NA,NA,NA
"1542","2008-018","AMKennedy",-2.251753776,1,0.588,4.723502159,5.529953957,"07-1059",NA,NA,NA,NA
"1543","2008-018","AMKennedy",-2.251753776,1,0.588,4.723502159,5.529953957,"07-1059",NA,NA,NA,NA
"1544","2008-018","AScalia",-0.699900069,1,2.736,-2.784923077,2.572219849,"07-1059",NA,NA,NA,NA
"1545","2008-018","AScalia",-0.699900069,1,2.736,-2.784923077,2.572219849,"07-1059",NA,NA,NA,NA
"1546","2008-018","JGRoberts",0.536636069,1,1.699,-0.910614491,-4.694599628,"07-1059",NA,NA,NA,NA
"1547","2008-018","JGRoberts",0.536636069,1,1.699,-0.910614491,-4.694599628,"07-1059",NA,NA,NA,NA
"1548","2008-018","SGBreyer",0.049956884,1,-1.11,-0.463938117,1.155775309,"07-1059",NA,NA,NA,NA
"1549","2008-018","SGBreyer",0.049956884,1,-1.11,-0.463938117,1.155775309,"07-1059",NA,NA,NA,NA
"1550","2008-019","JGRoberts",-0.488263501,1,1.699,0.340929031,0.081664324,"07-1122",NA,NA,NA,NA
"1551","2008-019","SAAlito",0.003355927,1,1.898,4.351635456,0.928738356,"07-1122",NA,NA,NA,NA
"1552","2008-019","RBGinsburg",0.295392592,1,-1.65,0.678272247,3.217158079,"07-1122",NA,NA,NA,NA
"1553","2008-019","AMKennedy",0.453969385,1,0.588,-0.944621563,-0.577809572,"07-1122",NA,NA,NA,NA
"1554","2008-019","AScalia",-0.121252565,1,2.736,2.045363426,0.194700956,"07-1122",NA,NA,NA,NA
"1555","2008-019","JPStevens",-0.259094865,1,-2.545,-5.642899513,-2.02646637,"07-1122",NA,NA,NA,NA
"1556","2008-019","DHSouter",-0.888406388,1,-1.506,-2.344588757,2.123851299,"07-1122",NA,NA,NA,NA
"1557","2008-020","JGRoberts",-0.633384613,1,1.699,0.998357773,-1.707717657,"07-854",NA,NA,NA,NA
"1558","2008-020","JPStevens",0.16725831,1,-2.545,1.445739985,0.588768721,"07-854",NA,NA,NA,NA
"1559","2008-022","JGRoberts",-0.587876472,1,1.699,1.496609211,0.43276763,"07-869",NA,NA,NA,NA
"1560","2008-022","JPStevens",-1.215458394,0,-2.545,-1.365211487,-0.464310646,"07-869",NA,NA,NA,NA
"1561","2008-022","AMKennedy",-0.552510714,1,0.588,0.377904415,0.180845499,"07-869",NA,NA,NA,NA
"1562","2008-022","AScalia",-0.711922384,1,2.736,-0.123715878,1.894660711,"07-869",NA,NA,NA,NA
"1563","2008-022","SAAlito",-1.956438889,1,1.898,-2.702702761,-0.643500805,"07-869",NA,NA,NA,NA
"1564","2008-022","RBGinsburg",0.216429814,1,-1.65,4.904060364,-1.06648016,"07-869",NA,NA,NA,NA
"1565","2008-022","SGBreyer",0.500381819,0,-1.11,-0.504811764,-0.789850235,"07-869",NA,NA,NA,NA
"1566","2008-022","DHSouter",-0.455022767,0,-1.506,-1.221975803,-3.46390748,"07-869",NA,NA,NA,NA
"1567","2008-023","AMKennedy",0.126683029,1,0.588,2.304001331,1.45140183,"07-526",NA,NA,NA,NA
"1568","2008-023","JGRoberts",-0.148552142,1,1.699,1.283919096,-1.71934247,"07-526",NA,NA,NA,NA
"1569","2008-023","SGBreyer",-0.207738349,1,-1.11,-1.496006131,-0.897901058,"07-526",NA,NA,NA,NA
"1570","2008-023","AScalia",-0.289709847,1,2.736,-1.526093483,2.375849962,"07-526",NA,NA,NA,NA
"1571","2008-023","RBGinsburg",-0.833047738,0,-1.65,-4.139582634,-1.436879992,"07-526",NA,NA,NA,NA
"1572","2008-023","JPStevens",0.200205085,0,-2.545,-0.807215691,0.971366704,"07-526",NA,NA,NA,NA
"1573","2008-024","JPStevens",0.037657329,1,-2.545,-3.326955795,-2.357036591,"07-608",NA,NA,NA,NA
"1574","2008-024","JGRoberts",-0.976753564,0,1.699,2.232763767,-2.97912693,"07-608",NA,NA,NA,NA
"1575","2008-024","AScalia",0.670551795,0,2.736,-0.711901188,-0.466300249,"07-608",NA,NA,NA,NA
"1576","2008-024","AMKennedy",-1.00372653,1,0.588,-1.133102417,0.227610111,"07-608",NA,NA,NA,NA
"1577","2008-024","RBGinsburg",-0.011391533,1,-1.65,3.309209347,-1.012166977,"07-608",NA,NA,NA,NA
